MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,BedroomsPerRoom,RoomsPerPerson,RoomsMinusBedrooms,MedHouseVal
-0.7041800969918535,-0.9294331851587142,-0.7838064800294579,0.9490479430756689,0.12830682410508004,-0.11915495711198383,-0.4490793928553396,0.7131007725824384,1.1101919815423609,5.697397399992606e-05,-0.9112157726307749,0.854
-1.273850359535205,1.470150114163863,-1.4182506947856686,0.3629962854274149,-0.18580274161083718,0.25058160463283496,-0.7815372042983775,0.6781989969967246,1.7777249613001544,-1.9207814158398229,-1.4947944105048812,1.114
0.6802396749265536,-0.049585975407102585,0.21099348356465605,-0.46970369693494435,-0.7084082219613778,-0.04661922095641981,0.6325791204311639,-1.2064968846316257,-0.5521150687101757,0.2017340628183508,0.26965148856376253,2.631
-1.2424626110043018,-1.809280394910326,-0.49307448815971294,-0.35837638537123145,-0.07836816551090027,0.03378768552466002,0.45932645812986056,-0.029808450599111337,0.08474188731918972,-0.7863832817192078,-0.46458324657932965,0.58
-0.9149760465351898,-1.9692526148651643,-1.0251042930733922,0.3046456549623544,-0.364253393437851,-0.08104885799732195,-0.9313773446670707,0.8726517466885387,1.0867303042458785,-0.511041779012306,-1.0852367791666626,2.25
0.06881559930057908,-0.849447075181295,-0.30058413168703896,0.44328072533558305,0.3176830260439519,0.02211409744441496,0.7683717476402915,-1.1217354296377573,0.28734446227380783,-0.6044695278178672,-0.35846526732659706,1.661
0.8803800050424242,1.3901640041864438,-0.2671341239430331,0.20242740561108033,-0.982457437267149,-0.06944572502791851,0.8760693485302882,-1.3311460831520192,0.1398000189917773,0.014707140310829574,-0.29679533022346344,2.581
0.7257577013938783,0.9902334542993476,0.47598528369522614,-0.44737792224507344,-0.6137201209919418,-0.04643176978926872,-0.8049497262309845,0.5834656061212267,-0.717373196426781,0.39976453918940785,0.5386938599830948,3.46
-1.0640388965694063,1.150205674254186,-0.43073018833706644,-0.5462391035876112,-0.23769910464216265,-0.09357836828318619,2.411930787309392,-2.283465959847824,-0.06923430614849053,0.08199735584608875,-0.3793262516791934,0.705
-0.6323125768316115,0.43033068445741285,-1.402180147586918,-0.6746305154737859,0.2603238879566974,0.23070262118230414,-0.8658222832557672,0.6682270611150951,1.0605936515937564,-1.8772962041044803,-1.3603325705389744,1.381
-0.034497580365715416,0.03040013457031666,0.14500365110478275,-0.28373928886698163,0.6235984291759756,0.22090538727264605,-0.8330447525501155,0.6582551252334655,-0.4252676575201696,-1.1445095038954003,0.18087417357210936,1.686
